"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/Jack_Berly","http://dbpedia.org/resource/Houston","1977-06-26","9","51"
"http://dbpedia.org/resource/James_A._Baker","_Sr.","http://dbpedia.org/resource/Houston","1941-08-02","11","70"
"http://dbpedia.org/resource/Joe_Jamail","http://dbpedia.org/resource/Houston","2015-12-23","18","54"
"http://dbpedia.org/resource/Joseph_L._Melnick","http://dbpedia.org/resource/Houston","2001-01-07","4","56"
"http://dbpedia.org/resource/Manuel_Colom_Argueta","http://dbpedia.org/resource/Guatemala_City","1979-03-22","12","48"
"http://dbpedia.org/resource/Sydney_Chedgzoy","http://dbpedia.org/resource/Liverpool","1983","1","62"
"http://dbpedia.org/resource/Bill_Young_(Tasmanian_politician)","http://dbpedia.org/resource/Hobart","2003-11-19","-1","-1"
"http://dbpedia.org/resource/John_Harris_Baker","http://dbpedia.org/resource/Goshen","_Indiana","1915-10-21","17","56"
"http://dbpedia.org/resource/Vincent_du_Vigneaud","http://dbpedia.org/resource/Ithaca","_New_York","1978-12-11","41","64"
"http://dbpedia.org/resource/Arnett_Cobb","http://dbpedia.org/resource/Houston","1989-03-24","122","118"
"http://dbpedia.org/resource/Dan_Bankhead","http://dbpedia.org/resource/Houston","1976-05-02","24","76"
"http://dbpedia.org/resource/Marcario_García","http://dbpedia.org/resource/Houston","1972-12-24","-1","-1"
"http://dbpedia.org/resource/Shady_Wall","http://dbpedia.org/resource/Houston","1985-09-04","18","97"
"http://dbpedia.org/resource/Walter_Murphy_(baseball)","http://dbpedia.org/resource/Houston","1976-03-23","7","34"
"http://dbpedia.org/resource/William_A._Wimsatt","http://dbpedia.org/resource/Ithaca","_New_York","1985-01-09","2","74"
"http://dbpedia.org/resource/Theodore_Epp","http://dbpedia.org/resource/Lincoln","_Nebraska","1985-10-13","9","60"
"http://dbpedia.org/resource/Doyle_Lade","http://dbpedia.org/resource/Lincoln","_Nebraska","2000-05-18","11","61"
"http://dbpedia.org/resource/Hamilton_Nichols","http://dbpedia.org/resource/Houston","2013-07-06","4","30"
"http://dbpedia.org/resource/John_Glaiser","http://dbpedia.org/resource/Houston","1959-03-07","3","38"
"http://dbpedia.org/resource/Larry_Shepard","http://dbpedia.org/resource/Lincoln","_Nebraska","2011-04-05","74","114"
"http://dbpedia.org/resource/George_Kay","http://dbpedia.org/resource/Liverpool","1954-04-18","57","168"
"http://dbpedia.org/resource/Juan_Antonio_Martínez","http://dbpedia.org/resource/Guatemala_City","1854-04-30","12","31"
"http://dbpedia.org/resource/Roland_Warpole_Loane","http://dbpedia.org/resource/Hobart","1844-10-08","2","23"
"http://dbpedia.org/resource/Karl_Kamrath","http://dbpedia.org/resource/Houston","1988-01-29","4","35"
"http://dbpedia.org/resource/Ashley_Facy","http://dbpedia.org/resource/Hobart","1954-12-02","-1","-1"
"http://dbpedia.org/resource/Alexander_Evans_(politician)","http://dbpedia.org/resource/Hobart","1955-06-03","-1","-1"
"http://dbpedia.org/resource/Bruce_Maitland_Carruthers","http://dbpedia.org/resource/Hobart","1951-11-29","3","80"
"http://dbpedia.org/resource/Alfred_Pillinger","http://dbpedia.org/resource/Hobart","1899-05-06","-1","-1"
"http://dbpedia.org/resource/Tommy_White_(footballer","_born_1908)","http://dbpedia.org/resource/Liverpool","1967-08-13","-1","-1"
"http://dbpedia.org/resource/Ronald_Edmonds","http://dbpedia.org/resource/Lansing","_Michigan","1983-07-15","-1","-1"
"http://dbpedia.org/resource/Thomas_Stephens_(educationist)","http://dbpedia.org/resource/Hobart","1913-11-25","-1","-1"
"http://dbpedia.org/resource/Clyde_Flowers","http://dbpedia.org/resource/Houston","2000-08-15","-1","-1"
"http://dbpedia.org/resource/Harold_Rogelio_Laranang_Sr.","http://dbpedia.org/resource/Houston","1998-08-18","-1","-1"
"http://dbpedia.org/resource/Charles_Jones_(English_cricketer)","http://dbpedia.org/resource/Liverpool","1904-04-02","-1","-1"
"http://dbpedia.org/resource/Chloe_Jones","http://dbpedia.org/resource/Houston","2005-06-04","21","90"
"http://dbpedia.org/resource/John_Anderson_(pitcher)","http://dbpedia.org/resource/Houston","1998-12-20","17","71"
"http://dbpedia.org/resource/Vernon_Huber","http://dbpedia.org/resource/Los_Altos","_California","1967-06-17","19","49"
"http://dbpedia.org/resource/Christopher_Hitchens","http://dbpedia.org/resource/Houston","2011-12-15","622","616"
"http://dbpedia.org/resource/John_Walker_(Australian_politician)","http://dbpedia.org/resource/Hobart","1874-02-27","-1","-1"
"http://dbpedia.org/resource/Adye_Douglas","http://dbpedia.org/resource/Hobart","1906-04-10","38","130"
"http://dbpedia.org/resource/Albert_Solomon","http://dbpedia.org/resource/Hobart","1914-10-05","28","53"
"http://dbpedia.org/resource/Alfred_Kennerley","http://dbpedia.org/resource/Hobart","1897-11-15","18","51"
"http://dbpedia.org/resource/Angus_Bethune_(politician)","http://dbpedia.org/resource/Hobart","2004-08-22","52","99"
"http://dbpedia.org/resource/Bill_Neilson","http://dbpedia.org/resource/Hobart","1989-11-09","44","60"
"http://dbpedia.org/resource/Edmund_Dwyer-Gray","http://dbpedia.org/resource/Hobart","1945-12-06","31","120"
"http://dbpedia.org/resource/Eric_Reece","http://dbpedia.org/resource/Hobart","1999-10-23","98","81"
"http://dbpedia.org/resource/Henry_Dobson","http://dbpedia.org/resource/Hobart","1918-10-10","37","65"
"http://dbpedia.org/resource/James_Agnew","http://dbpedia.org/resource/Hobart","1901-11-08","28","69"
"http://dbpedia.org/resource/James_Whyte_(Australian_politician)","http://dbpedia.org/resource/Hobart","1882-08-20","21","60"
"http://dbpedia.org/resource/John_Alexander_Anderson","http://dbpedia.org/resource/Liverpool","1892-05-18","29","77"
"http://dbpedia.org/resource/John_McPhee_(politician)","http://dbpedia.org/resource/Hobart","1952-09-14","43","90"
"http://dbpedia.org/resource/José_Joaquín_Palma","http://dbpedia.org/resource/Guatemala_City","1911-08-02","11","21"
"http://dbpedia.org/resource/Rienzi_Melville_Johnston","http://dbpedia.org/resource/Houston","1926-02-28","34","61"
"http://dbpedia.org/resource/Robert_Blackburn_(politician)","http://dbpedia.org/resource/Liverpool","1894-08-12","18","39"
"http://dbpedia.org/resource/Robert_Cosgrove","http://dbpedia.org/resource/Hobart","1969-08-25","96","84"
"http://dbpedia.org/resource/William_Crowther_(Australian_politician)","http://dbpedia.org/resource/Hobart","1885-04-12","22","54"
"http://dbpedia.org/resource/William_Giblin","http://dbpedia.org/resource/Hobart","1887-01-17","42","62"
"http://dbpedia.org/resource/William_Propsting","http://dbpedia.org/resource/Hobart","1937-12-03","29","57"
"http://dbpedia.org/resource/Allen_Burroughs_Hannay","http://dbpedia.org/resource/Houston","1983-10-22","8","29"
"http://dbpedia.org/resource/Arthur_Goddard_(footballer)","http://dbpedia.org/resource/Liverpool","1960","2","65"
"http://dbpedia.org/resource/DJ_Screw","http://dbpedia.org/resource/Houston","2000-11-16","126","150"
"http://dbpedia.org/resource/Kevin_Williams_(running_back)","http://dbpedia.org/resource/Houston","2012-12-18","7","43"
"http://dbpedia.org/resource/Thami_El_Glaoui","http://dbpedia.org/resource/Marrakesh","1956-01-23","33","63"
"http://dbpedia.org/resource/Wally_Mattick","http://dbpedia.org/resource/Los_Altos","_California","1968-11-05","18","58"
"http://dbpedia.org/resource/William_Simpson_Oldham","_Sr.","http://dbpedia.org/resource/Houston","1868-05-08","9","54"
"http://dbpedia.org/resource/Bill_Davidson_(baseball)","http://dbpedia.org/resource/Lincoln","_Nebraska","1954-05-23","7","54"
"http://dbpedia.org/resource/Winnifred_Quick","http://dbpedia.org/resource/Lansing","_Michigan","2002-07-04","13","33"
"http://dbpedia.org/resource/Adrian_Henri","http://dbpedia.org/resource/Liverpool","2000-12-20","77","62"
"http://dbpedia.org/resource/Jami","http://dbpedia.org/resource/Herat","1492-11-19","112","81"
"http://dbpedia.org/resource/Joan_Standing","http://dbpedia.org/resource/Houston","1979-02-03","19","39"
"http://dbpedia.org/resource/Oscar_Valentín_Leal_Caal","http://dbpedia.org/resource/Guatemala_City","2012-01-13","8","21"
"http://dbpedia.org/resource/Victor_Vifquain","http://dbpedia.org/resource/Lincoln","_Nebraska","1904-01-07","-1","-1"
"http://dbpedia.org/resource/William_Dunbabin","http://dbpedia.org/resource/Hobart","1975-12-03","-1","-1"
"http://dbpedia.org/resource/Isaac_P._Christiancy","http://dbpedia.org/resource/Lansing","_Michigan","1890-09-08","29","102"
"http://dbpedia.org/resource/Robert_R._Wilson","http://dbpedia.org/resource/Ithaca","_New_York","2000-01-16","43","103"
"http://dbpedia.org/resource/Bert_Edwards_(footballer)","http://dbpedia.org/resource/Hobart","1995-07-02","13","26"
"http://dbpedia.org/resource/Charles_Plimpton","http://dbpedia.org/resource/Liverpool","1948-12-29","10","74"
"http://dbpedia.org/resource/Forest_McNeir","http://dbpedia.org/resource/Houston","1957-05-09","8","26"
"http://dbpedia.org/resource/Frank_Becton","http://dbpedia.org/resource/Liverpool","1909-11-06","12","62"
"http://dbpedia.org/resource/Johnny_Jackson_(musician)","http://dbpedia.org/resource/Gary","_Indiana","2006-03-01","8","53"
"http://dbpedia.org/resource/Marie_Bjelke_Petersen","http://dbpedia.org/resource/Hobart","1969-10-11","14","31"
"http://dbpedia.org/resource/Mario_Monteforte_Toledo","http://dbpedia.org/resource/Guatemala_City","2003-09-04","6","43"
"http://dbpedia.org/resource/Bill_Wallace_(American_football)","http://dbpedia.org/resource/Houston","1993-05-17","10","31"
"http://dbpedia.org/resource/Charles_Atkins_(politician)","http://dbpedia.org/resource/Hobart","1960-10-25","-1","-1"
"http://dbpedia.org/resource/Don_E._Sias","http://dbpedia.org/resource/Lansing","_Michigan","1934","11","21"
"http://dbpedia.org/resource/Don_E._Sias","http://dbpedia.org/resource/Lansing","_Michigan","1934-12-11","11","21"
"http://dbpedia.org/resource/Glenn_Myatt","http://dbpedia.org/resource/Houston","1969-08-09","27","41"
"http://dbpedia.org/resource/Howard_Wiest","http://dbpedia.org/resource/Lansing","_Michigan","1945-09-16","-1","-1"
"http://dbpedia.org/resource/James_Hebblethwaite","http://dbpedia.org/resource/Hobart","1921-09-13","8","26"
"http://dbpedia.org/resource/John_Murdoch_(politician)","http://dbpedia.org/resource/Hobart","1936-08-17","-1","-1"
"http://dbpedia.org/resource/Lucy_Walker_(climber)","http://dbpedia.org/resource/Liverpool","1916-09-10","15","47"
"http://dbpedia.org/resource/Charles_Payne_(Australian_cricketer)","http://dbpedia.org/resource/Hobart","1938-01-28","-1","-1"
"http://dbpedia.org/resource/David_Snell_(journalist)","http://dbpedia.org/resource/Houston","1987","19","154"
"http://dbpedia.org/resource/Ed_Donnelly_(1950s_pitcher)","http://dbpedia.org/resource/Houston","1992-12-25","6","58"
"http://dbpedia.org/resource/Edvīns_Bārda","http://dbpedia.org/resource/Liverpool","1947-09-28","13","28"
"http://dbpedia.org/resource/George_Fitzgerald_(politician)","http://dbpedia.org/resource/Hobart","1917-03-28","-1","-1"
"http://dbpedia.org/resource/Harold_Allen_(cricketer","_born_1886)","http://dbpedia.org/resource/Hobart","1939-07-09","-1","-1"
"http://dbpedia.org/resource/Herbert_Allen_(inventor)","http://dbpedia.org/resource/Houston","1990-06-12","-1","-1"
"http://dbpedia.org/resource/Jake_Brown_(baseball)","http://dbpedia.org/resource/Houston","1981-12-18","9","39"
"http://dbpedia.org/resource/Jim_McConn","http://dbpedia.org/resource/Houston","1997-03-14","16","53"
"http://dbpedia.org/resource/John_Hulley","http://dbpedia.org/resource/Liverpool","1875-01-06","8","69"
"http://dbpedia.org/resource/John_Kensit","http://dbpedia.org/resource/Liverpool","1902-10-08","8","26"
"http://dbpedia.org/resource/Ken_Austin_(politician)","http://dbpedia.org/resource/Hobart","1986-08-14","-1","-1"
"http://dbpedia.org/resource/Lee_Roy_Caffey","http://dbpedia.org/resource/Houston","1994-01-18","21","56"
"http://dbpedia.org/resource/Rex_Townley","http://dbpedia.org/resource/Hobart","1982-05-03","27","57"
"http://dbpedia.org/resource/Roger_Vaughan","http://dbpedia.org/resource/Liverpool","1883-08-18","35","81"
"http://dbpedia.org/resource/Rupert_Shoobridge","http://dbpedia.org/resource/Hobart","1962-11-05","-1","-1"
"http://dbpedia.org/resource/Wayne_McLeland","http://dbpedia.org/resource/Houston","2004-05-09","7","91"
"http://dbpedia.org/resource/William_McWaters","http://dbpedia.org/resource/Lincoln","_Nebraska","1875-05-26","5","50"
"http://dbpedia.org/resource/Jesse_H._Jones","http://dbpedia.org/resource/Houston","1956-06-01","85","65"
"http://dbpedia.org/resource/Ned_Doig","http://dbpedia.org/resource/Liverpool","1919-11-07","17","74"
"http://dbpedia.org/resource/Charles_A._Hines","http://dbpedia.org/resource/Houston","2013-07-04","-1","-1"
"http://dbpedia.org/resource/Bill_Hounslea","http://dbpedia.org/resource/Liverpool","2012","-1","-1"
"http://dbpedia.org/resource/Don_Miles","http://dbpedia.org/resource/Houston","2011-04-26","4","31"
"http://dbpedia.org/resource/Frank_Croucher","http://dbpedia.org/resource/Houston","1980-05-21","7","45"
"http://dbpedia.org/resource/Des_Harlock","http://dbpedia.org/resource/Liverpool","1981-04-06","1","23"
"http://dbpedia.org/resource/Martin_V._Montgomery","http://dbpedia.org/resource/Lansing","_Michigan","1898-11-12","2","33"
"http://dbpedia.org/resource/Thomas_Gibbs_Gee","http://dbpedia.org/resource/Houston","1994-10-25","5","37"
"http://dbpedia.org/resource/William_Edward_Nairn","http://dbpedia.org/resource/Hobart","1869-07-09","7","20"
"http://dbpedia.org/resource/Juan_José_de_Aycinena_y_Piñol","http://dbpedia.org/resource/Guatemala_City","1862","2","9"
"http://dbpedia.org/resource/Juan_José_de_Aycinena_y_Piñol","http://dbpedia.org/resource/Guatemala_City","1865-02-15","2","9"
"http://dbpedia.org/resource/Elvie_Thomas","http://dbpedia.org/resource/Houston","1979-05-20","7","23"
"http://dbpedia.org/resource/Culshaw_and_Sumners","http://dbpedia.org/resource/Liverpool","1874","8","47"
"http://dbpedia.org/resource/Culshaw_and_Sumners","http://dbpedia.org/resource/Liverpool","1895","8","47"
"http://dbpedia.org/resource/Jacquelyn_Kelley","http://dbpedia.org/resource/Lansing","_Michigan","1988-05-12","14","75"
"http://dbpedia.org/resource/Averroes","http://dbpedia.org/resource/Marrakesh","1198-12-10","436","283"
"http://dbpedia.org/resource/Andrew_Inglis_Clark","http://dbpedia.org/resource/Hobart","1907-11-14","32","75"
"http://dbpedia.org/resource/Peter_Debye","http://dbpedia.org/resource/Ithaca","_New_York","1966-11-02","165","243"
"http://dbpedia.org/resource/Joe_Sample","http://dbpedia.org/resource/Houston","2014-09-12","267","126"
"http://dbpedia.org/resource/Edwin_Arthur_Burtt","http://dbpedia.org/resource/Ithaca","_New_York","1989-09-06","31","64"
"http://dbpedia.org/resource/Frank_Barnes_(left-handed_pitcher)","http://dbpedia.org/resource/Houston","1967-09-27","8","37"
"http://dbpedia.org/resource/George_Roche_(footballer)","http://dbpedia.org/resource/Liverpool","1973","1","42"
"http://dbpedia.org/resource/George_Webster_(American_football)","http://dbpedia.org/resource/Houston","2007-04-19","34","77"
"http://dbpedia.org/resource/Guillermo_Flores_Avendaño","http://dbpedia.org/resource/Guatemala_City","1982-07-01","16","17"
"http://dbpedia.org/resource/John_Bingham_(cricketer)","http://dbpedia.org/resource/Hobart","1946-07-23","-1","-1"
"http://dbpedia.org/resource/John_Kirkpatrick_(pianist)","http://dbpedia.org/resource/Ithaca","_New_York","1991-11-08","-1","-1"
"http://dbpedia.org/resource/LaRue_Kirby","http://dbpedia.org/resource/Lansing","_Michigan","1961-06-10","8","36"
"http://dbpedia.org/resource/Margaret_Scott_(author)","http://dbpedia.org/resource/Hobart","2005-08-29","14","25"
"http://dbpedia.org/resource/Oscar_Tuero","http://dbpedia.org/resource/Houston","1960-10-21","14","41"
"http://dbpedia.org/resource/Red_Munger","http://dbpedia.org/resource/Houston","1996-07-23","28","96"
"http://dbpedia.org/resource/Thomas_Griffiths_Wainewright","http://dbpedia.org/resource/Hobart","1847-08-17","11","61"
"http://dbpedia.org/resource/Tommy_Leonetti","http://dbpedia.org/resource/Houston","1979-09-15","33","72"
"http://dbpedia.org/resource/William_Mactavish","http://dbpedia.org/resource/Liverpool","1870-06-23","16","40"
"http://dbpedia.org/resource/William_McWilliams","http://dbpedia.org/resource/Hobart","1929-10-22","53","83"
"http://dbpedia.org/resource/Chappie_McFarland","http://dbpedia.org/resource/Houston","1924-12-14","16","60"
"http://dbpedia.org/resource/David_Shepherd_Nivison","http://dbpedia.org/resource/Los_Altos","_California","2014-10-16","18","30"
"http://dbpedia.org/resource/Jerzy_Jurka","http://dbpedia.org/resource/Los_Altos","_California","2014-07-19","6","50"
"http://dbpedia.org/resource/John_Atwood_(American_football)","http://dbpedia.org/resource/Houston","2008-07-13","3","38"
"http://dbpedia.org/resource/Lorenzo_Montúfar_y_Rivera","http://dbpedia.org/resource/Guatemala_City","1898-03-21","5","15"
"http://dbpedia.org/resource/Lorenzo_Montúfar_y_Rivera","http://dbpedia.org/resource/Guatemala_City","1898-05-22","5","15"
"http://dbpedia.org/resource/Philip_Guthrie_Hoffman","http://dbpedia.org/resource/Houston","2008-10-29","14","73"
"http://dbpedia.org/resource/Milvirtha_Hendricks","http://dbpedia.org/resource/Houston","2009-07-20","2","22"
"http://dbpedia.org/resource/Robert_E._Hopkins","http://dbpedia.org/resource/Ithaca","_New_York","2009-07-04","9","31"
"http://dbpedia.org/resource/Rom_Landau","http://dbpedia.org/resource/Marrakesh","1974","2","75"
"http://dbpedia.org/resource/Lefty_Scott","http://dbpedia.org/resource/Houston","1964-03-03","9","56"
"http://dbpedia.org/resource/Georg_Mayer-Marton","http://dbpedia.org/resource/Liverpool","1960-08-08","6","39"
"http://dbpedia.org/resource/Tan_Yu","http://dbpedia.org/resource/Houston","2002-03-12","12","59"
"http://dbpedia.org/resource/Francis_Valentine","http://dbpedia.org/resource/Hobart","1941-05-22","-1","-1"
